title,genre,overview,content
Man on Fire,"Action, Crime, Drama","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",action crime drama in mexico city a former cia operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect
Coraline,"Animation, Drama, Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",animation drama family an adventurous yearold girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets
The Last Samurai,"Action, Drama",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,action drama an american military advisor embraces the samurai culture he was hired to destroy after he is captured in battle
The Magdalene Sisters,Drama,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,drama three young irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a magdalene sisters asylum
Good Bye Lenin!,"Comedy, Drama, Romance","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",comedy drama romance in  to protect his fragile mother from a fatal shock after a long coma a young man must keep her from learning that her beloved nation of east germany as she knew it has disappeared
In America,Drama,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,drama a family of irish immigrants adjust to life on the mean streets of hells kitchen while also grieving the death of a child
I Am Sam,Drama,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,drama a mentally handicapped man fights for custody of his yearold daughter and in the process teaches his coldhearted lawyer the value of love and family
Adaptation.,"Comedy, Drama",A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,comedy drama a lovelorn screenwriter becomes desperate as he tries and fails to adapt the orchid thief by susan orlean for the screen
Black Hawk Down,"Drama, History, War",160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,drama history war  elite us soldiers drop into somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavilyarmed somalis
Road to Perdition,"Crime, Drama, Thriller","A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",crime drama thriller a mob enforcers son witnesses a murder forcing him and his father to take to the road and his father down a path of redemption and revenge
Das Experiment,"Drama, Thriller","For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",drama thriller for two weeks  male participants are hired to play prisoners and guards in a prison the prisoners have to follow seemingly mild rules and the guards are told to retain order without using physical violence
Billy Elliot,"Drama, Music",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,drama music a talented young boy becomes torn between his unexpected love of dance and the disintegration of his family
Hedwig and the Angry Inch,"Comedy, Drama, Music",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,comedy drama music a genderqueer punkrock singer from east berlin tours the us with her band as she tells her life story and follows the former loverbandmate who stole her songs
Ocean's Eleven,"Crime, Thriller",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,crime thriller danny ocean and his ten accomplices plan to rob three las vegas casinos simultaneously
Vampire Hunter D: Bloodlust,"Animation, Action, Fantasy","When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",animation action fantasy when a girl is abducted by a vampire a legendary bounty hunter is hired to bring her back
"O Brother, Where Art Thou?","Adventure, Comedy, Crime","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",adventure comedy crime in the deep south during the s three escaped convicts search for hidden treasure while a relentless lawman pursues them
Interstate 60: Episodes of the Road,"Adventure, Comedy, Drama","Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",adventure comedy drama neal oliver a very confused young man and an artist takes a journey of a lifetime on a highway i that doesnt exist on any of the maps going to the places he never even heard of searching for an answer and his dreamgirl
"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",animation comedy fantasy when stan marsh and his friends go see an rrated movie they start cursing and their parents think that canada is to blame
Office Space,Comedy,Three company workers who hate their jobs decide to rebel against their greedy boss.,comedy three company workers who hate their jobs decide to rebel against their greedy boss
Happiness,"Comedy, Drama","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",comedy drama the lives of several individuals intertwine as they go about their lives in their own unique ways engaging in acts society as a whole might find disturbing in a desperate search for human connection
Training Day,"Crime, Drama, Thriller",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,crime drama thriller a rookie cop spends his first day as a los angeles narcotics officer with a rogue detective who isnt what he appears to be
Rushmore,"Comedy, Drama, Romance",The extracurricular king of Rushmore Preparatory School is put on academic probation.,comedy drama romance the extracurricular king of rushmore preparatory school is put on academic probation
Abre los ojos,"Drama, Mystery, Sci-Fi","A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",drama mystery scifi a very handsome man finds the love of his life but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured
Being John Malkovich,"Comedy, Drama, Fantasy",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,comedy drama fantasy a puppeteer discovers a portal that leads literally into the head of movie star john malkovich
As Good as It Gets,"Comedy, Drama, Romance","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",comedy drama romance a single mother and waitress a misanthropic author and a gay artist form an unlikely friendship after the artist is assaulted in a robbery
The Fifth Element,"Action, Adventure, Sci-Fi","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",action adventure scifi in the colorful future a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep evil and mr zorg at bay
Le dîner de cons,Comedy,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",comedy a few friends have a weekly fools dinner where each brings a fool along pierre finds a champion fool for next dinner surprise
Donnie Brasco,"Biography, Crime, Drama","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",biography crime drama an fbi undercover agent infiltrates the mob and finds himself identifying more with the mafia life at the expense of his regular one
Shine,"Biography, Drama, Music","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",biography drama music pianist david helfgott driven by his father and teachers has a breakdown years later he returns to the piano to popular if not critical acclaim
Primal Fear,"Crime, Drama, Mystery","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",crime drama mystery an altar boy is accused of murdering a priest and the truth is buried several layers deep
Hamlet,Drama,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",drama hamlet prince of denmark returns home to find his father murdered and his mother remarrying the murderer his uncle meanwhile war is brewing
A Little Princess,"Drama, Family, Fantasy",A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,drama family fantasy a young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead
Do lok tin si,"Comedy, Crime, Drama","This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",comedy crime drama this hong kongset crime drama follows the lives of a hitman hoping to get out of the business and his elusive female partner
Il postino,"Biography, Comedy, Drama","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",biography comedy drama a simple italian postman learns to love poetry while delivering mail to a famous poet and then uses this to woo local beauty beatrice
Clerks,Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",comedy a day in the lives of two convenience clerks named dante and randal as they annoy customers discuss movies and play hockey on the store roof
Short Cuts,"Comedy, Drama",The day-to-day lives of several suburban Los Angeles residents.,comedy drama the daytoday lives of several suburban los angeles residents
Philadelphia,Drama,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",drama when a man with hiv is fired by his law firm because of his condition he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit
The Muppet Christmas Carol,"Comedy, Drama, Family",The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,comedy drama family the muppet characters tell their version of the classic tale of an old and bitter misers redemption on christmas eve
Malcolm X,"Biography, Drama, History","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",biography drama history biographical epic of the controversial and influential black nationalist leader from his early life and career as a smalltime gangster to his ministry as a member of the nation of islam
The Last of the Mohicans,"Action, Adventure, Drama",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,action adventure drama three trappers protect the daughters of a british colonel in the midst of the french and indian war
Kurenai no buta,"Animation, Adventure, Comedy","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",animation adventure comedy in s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig
Glengarry Glen Ross,"Crime, Drama, Mystery",An examination of the machinations behind the scenes at a real estate office.,crime drama mystery an examination of the machinations behind the scenes at a real estate office
A Few Good Men,"Drama, Thriller",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,drama thriller military lawyer lieutenant daniel kaffee defends marines accused of murder they contend they were acting under orders
Fried Green Tomatoes,Drama,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,drama a housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know
Barton Fink,"Comedy, Drama, Thriller",A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,comedy drama thriller a renowned new york playwright is enticed to california to write for the movies and discovers the hellish truth of hollywood
Miller's Crossing,"Crime, Drama, Thriller","Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",crime drama thriller tom reagan an advisor to a prohibitionera crime boss tries to keep the peace between warring mobs but gets caught in divided loyalties
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,animation adventure comedy a toonhating detective is a cartoon rabbits only hope to prove his innocence when he is accused of murder
Spoorloos,"Mystery, Thriller","Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",mystery thriller rex and saskia a young couple in love are on vacation they stop at a busy service station and saskia is abducted after three years and no sign of saskia rex begins receiving letters from the abductor
Withnail & I,"Comedy, Drama","In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",comedy drama in  two substanceabusing unemployed actors retreat to the countryside for a holiday that proves disastrous
The Last Emperor,"Biography, Drama, History",The story of the final Emperor of China.,biography drama history the story of the final emperor of china
Empire of the Sun,"Action, Drama, History",A young English boy struggles to survive under Japanese occupation during World War II.,action drama history a young english boy struggles to survive under japanese occupation during world war ii
Der Name der Rose,"Crime, Drama, Mystery",An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,crime drama mystery an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey
Blue Velvet,"Drama, Mystery, Thriller","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",drama mystery thriller the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child
The Purple Rose of Cairo,"Comedy, Fantasy, Romance","In New Jersey in 1935, a movie character walks off the screen and into the real world.",comedy fantasy romance in new jersey in  a movie character walks off the screen and into the real world
After Hours,"Comedy, Crime, Drama",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,comedy crime drama an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop
Zelig,Comedy,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",comedy documentary about a man who can look and act like whoever hes around and meets various famous people
The Verdict,Drama,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,drama a lawyer sees the chance to salvage his career and selfrespect by taking a medical malpractice case to trial rather than settling
Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi","With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",action adventure scifi with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the lifegenerating genesis device as the ultimate weapon
First Blood,"Action, Adventure",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,action adventure a veteran green beret is forced by a cruel sheriff and his deputies to flee into the mountains and wage an escalating oneman war against his pursuers
Ordinary People,Drama,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",drama the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the goodnatured father and the guiltridden younger son
Airplane!,Comedy,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,comedy a man afraid to fly must ensure that a plane lands safely after the pilots become sick
Rupan sansei: Kariosutoro no shiro,"Animation, Adventure, Family","A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",animation adventure family a dashing thief his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil counts clutches and learn the hidden secret to a fabulous treasure that she holds part of a key to
Halloween,"Horror, Thriller","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",horror thriller fifteen years after murdering his sister on halloween night  michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again
Le locataire,"Drama, Thriller",A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,drama thriller a bureaucrat rents a paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia
Love and Death,"Comedy, War","In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",comedy war in czarist russia a neurotic soldier and his distant cousin formulate a plot to assassinate napoleon
The Taking of Pelham One Two Three,"Action, Crime, Thriller","In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",action crime thriller in new york armed men hijack a subway car and demand a ransom for the passengers even if its paid how could they get away
Blazing Saddles,"Comedy, Western","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",comedy western in order to ruin a western town a corrupt politician appoints a black sheriff who promptly becomes his most formidable adversary
Serpico,"Biography, Crime, Drama",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,biography crime drama an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him
Enter the Dragon,"Action, Crime, Drama",A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,action crime drama a secret agent comes to an opium lords island fortress with other fighters for a martialarts tournament
Deliverance,"Adventure, Drama, Thriller","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",adventure drama thriller intent on seeing the cahulawassee river before its dammed and turned into a lake outdoor fanatic lewis medlock takes his friends on a canoeing trip theyll never forget into the dangerous american backcountry
The French Connection,"Action, Crime, Drama",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,action crime drama a pair of nyc cops in the narcotics bureau stumble onto a drug smuggling job with a french connection
Dirty Harry,"Action, Crime, Thriller","When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",action crime thriller when a madman calling himself the scorpio killer menaces the city toughasnails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath
Where Eagles Dare,"Action, Adventure, War","Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",action adventure war allied agents stage a daring raid on a castle where the nazis are holding american brigadier general george carnaby prisoner but thats not all thats really going on
The Odd Couple,Comedy,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",comedy two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day
The Dirty Dozen,"Action, Adventure, War","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",action adventure war during world war ii a rebellious us army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers
Belle de jour,"Drama, Romance",A frigid young housewife decides to spend her midweek afternoons as a prostitute.,drama romance a frigid young housewife decides to spend her midweek afternoons as a prostitute
A Man for All Seasons,"Biography, Drama, History","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",biography drama history the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry
Repulsion,"Drama, Horror, Thriller",A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,drama horror thriller a sexrepulsed woman who disapproves of her sisters boyfriend sinks into depression and has horrific visions of rape and violence
Zulu,"Drama, History, War",Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,drama history war outnumbered british soldiers do battle with zulu warriors at rorkes drift
Goldfinger,"Action, Adventure, Thriller","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",action adventure thriller while investigating a gold magnates smuggling james bond uncovers a plot to contaminate the fort knox gold reserve
The Birds,"Drama, Horror, Mystery",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,drama horror mystery a wealthy san francisco socialite pursues a potential boyfriend to a small northern california town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people
Cape Fear,"Drama, Thriller",A lawyer's family is stalked by a man he once helped put in jail.,drama thriller a lawyers family is stalked by a man he once helped put in jail
Peeping Tom,"Drama, Horror, Thriller","A young man murders women, using a movie camera to film their dying expressions of terror.",drama horror thriller a young man murders women using a movie camera to film their dying expressions of terror
The Magnificent Seven,"Action, Adventure, Western",Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,action adventure western seven gunfighters are hired by mexican peasants to liberate their village from oppressive bandits
Les yeux sans visage,"Drama, Horror","A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.",drama horror a surgeon causes an accident which leaves his daughter disfigured and goes to extremes to give her a new face
Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,drama horror scifi a smalltown doctor learns that the population of his community is being replaced by emotionless alien duplicates
Rebel Without a Cause,Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",drama a rebellious young man with a troubled past comes to a new town finding friends and enemies
The Ladykillers,"Comedy, Crime",Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,comedy crime five oddball criminals planning a bank robbery rent rooms on a culdesac from an octogenarian widow under the pretext that they are classical musicians
Sabrina,"Comedy, Drama, Romance","A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",comedy drama romance a playboy becomes interested in the daughter of his familys chauffeur but its his more serious brother who would be the better man for her
The Quiet Man,"Comedy, Drama, Romance","A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",comedy drama romance a retired american boxer returns to the village of his birth in ireland where he falls for a spirited redhead whose brother is contemptuous of their union
The Day the Earth Stood Still,"Drama, Sci-Fi",An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,drama scifi an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets
The African Queen,"Adventure, Drama, Romance","In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",adventure drama romance in wwi africa a ginswilling riverboat captain is persuaded by a straitlaced missionary to use his boat to attack an enemy warship
Gilda,"Drama, Film-Noir, Romance",A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,drama filmnoir romance a smalltime gambler hired to work in a buenos aires casino discovers his employers new wife is his former lover
Fantasia,"Animation, Family, Fantasy",A collection of animated interpretations of great works of Western classical music.,animation family fantasy a collection of animated interpretations of great works of western classical music
The Invisible Man,"Horror, Sci-Fi","A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",horror scifi a scientist finds a way of becoming invisible but in doing so he becomes murderously insane
Dark Waters,"Biography, Drama, History",A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,biography drama history a corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution
Searching,"Drama, Mystery, Thriller","After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",drama mystery thriller after his teenage daughter goes missing a desperate father tries to find clues on her laptop
Once Upon a Time... in Hollywood,"Comedy, Drama",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,comedy drama a faded television actor and his stunt double strive to achieve fame and success in the final years of hollywoods golden age in  los angeles
Nelyubov,Drama,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,drama a couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments
The Florida Project,Drama,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",drama set over one summer the film follows precocious sixyearold moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother all while living in the shadows of walt disney world
Just Mercy,"Biography, Crime, Drama",World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,biography crime drama worldrenowned civil rights defense attorney bryan stevenson works to free a wrongly condemned death row prisoner
Gifted,Drama,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",drama frank a single man raising his child prodigy niece mary is drawn into a custody battle with his mother
The Peanut Butter Falcon,"Adventure, Comedy, Drama",Zak runs away from his care home to make his dream of becoming a wrestler come true.,adventure comedy drama zak runs away from his care home to make his dream of becoming a wrestler come true
Victoria,"Crime, Drama, Romance",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,crime drama romance a young spanish woman who has recently moved to berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret
Mustang,Drama,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",drama when five orphan girls are seen innocently playing with boys on a beach their scandalized conservative guardians confine them while forced marriages are arranged
Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",action adventure comedy the guardians struggle to keep together as a team while dealing with their personal family issues notably starlords encounter with his father the ambitious celestial being ego
Baby Driver,"Action, Crime, Drama","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",action crime drama after being coerced into working for a crime boss a young getaway driver finds himself taking part in a heist doomed to fail
Only the Brave,"Action, Biography, Drama","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",action biography drama based on the true story of the granite mountain hotshots a group of elite firefighters who risk everything to protect a town from a historic wildfire
Bridge of Spies,"Drama, History, Thriller","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",drama history thriller during the cold war an american lawyer is recruited to defend an arrested soviet spy in court and then help the cia facilitate an exchange of the spy for the soviet captured american u spy plane pilot francis gary powers
Incredibles 2,"Animation, Action, Adventure",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,animation action adventure the incredibles family takes on a new mission which involves a change in family roles bob parr mr incredible must manage the house while his wife helen elastigirl goes out to save the world
Moana,"Animation, Adventure, Comedy","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",animation adventure comedy in ancient polynesia when a terrible curse incurred by the demigod maui reaches moanas island she answers the oceans call to seek out the demigod to set things right
Sicario,"Action, Crime, Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,action crime drama an idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the us and mexico
Creed,"Drama, Sport","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",drama sport the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson the son of his late friend and former rival apollo creed
Leviafan,"Crime, Drama","In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",crime drama in a russian coastal town kolya is forced to fight the corrupt mayor when he is told that his house will be demolished he recruits a lawyer friend to help but the mans arrival brings further misfortune for kolya and his family
Hell or High Water,"Action, Crime, Drama",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,action crime drama a divorced father and his excon older brother resort to a desperate scheme in order to save their familys ranch in west texas
Philomena,"Biography, Comedy, Drama","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",biography comedy drama a worldweary political journalist picks up the story of a womans search for her son who was taken away from her decades ago after she became pregnant and was forced to live in a convent
Dawn of the Planet of the Apes,"Action, Adventure, Drama",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,action adventure drama a growing nation of genetically evolved apes led by caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier
El cuerpo,"Mystery, Thriller",A detective searches for the body of a femme fatale which has gone missing from a morgue.,mystery thriller a detective searches for the body of a femme fatale which has gone missing from a morgue
Serbuan maut,"Action, Thriller",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,action thriller a swat team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs
End of Watch,"Action, Crime, Drama","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",action crime drama shot documentarystyle this film follows the daily grind of two young police officers in la who are partners and friends and what happens when they meet criminal forces greater than themselves
Kari-gurashi no Arietti,"Animation, Adventure, Family","The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",animation adventure family the clock family are fourinchtall people who live anonymously in another familys residence borrowing simple items to make their home life changes for the clocks when their teenage daughter arrietty is discovered
A Star Is Born,"Drama, Music, Romance",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,drama music romance a musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral
True Grit,"Drama, Western",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,drama western a stubborn teenager enlists the help of a tough us marshal to track down her fathers murderer
